pl_name,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmassprov,discoverymethod
"WASP-118 b",163.36462000,6.35660000,-6.35660000,16.14096000,0.40352400,-0.40352400,"Mass","Transit"
"TOI-1278 b",5879.82552950,158.91420350,-158.91420350,12.21778896,2.69015537,-2.24179614,"Mass","Transit"
"KMT-2022-BLG-0303L b",163.04597279,130.30964687,-87.40281192,14.20000000,,,"Mass","Microlensing"
"HD 220689 b",381.39408840,69.92224954,-34.96112477,13.70000000,,,"Mass","Radial Velocity"
"K2-107 b",266.97720000,25.42640000,-25.42640000,15.98000000,0.55000000,-0.55000000,"Mass","Transit"
"TOI-1450 A b",1.25800000,0.12800000,-0.12800000,1.13000000,0.04300000,-0.04300000,"Mass","Transit"
"WASP-132 c",6.26000000,1.84000000,-1.83000000,1.84100000,0.09400000,-0.09300000,"Mass","Transit"
"OGLE-2011-BLG-0173L b",60.00000000,57.00000000,-35.00000000,9.01000000,,,"Mass","Microlensing"
"V1298 Tau d",6.00000000,0.70000000,-0.70000000,6.53000000,0.42000000,-0.42000000,"Mass","Transit"
"LHS 1140 b",5.60000000,0.19000000,-0.19000000,1.73000000,0.02500000,-0.02500000,"Mass","Transit"
"HD 106906 b",3496.00000000,636.00000000,-636.00000000,12.40000000,,,"Mass","Imaging"
"Kepler-177 b",5.84000000,0.86000000,-0.82000000,3.50000000,0.19000000,-0.15000000,"Mass","Transit"
"HAT-P-36 b",587.41340600,27.65121000,-27.65121000,14.31389300,0.22418000,-0.22418000,"Mass","Transit"
"HAT-P-12 b",67.05900000,3.81400000,-3.81400000,10.74900000,0.32500000,-0.23500000,"Mass","Transit"
"GJ 3473 b",1.86000000,0.30000000,-0.30000000,1.26400000,0.05000000,-0.04900000,"Mass","Transit"
"TOI-216.01",177.98390792,6.35656814,-6.35656814,10.10000000,0.20000000,-0.20000000,"Mass","Transit"
"KMT-2021-BLG-0320L b",31.78284070,41.31769291,-22.24798849,6.20000000,,,"Mass","Microlensing"
"TOI-4311 c",13.58000000,,,2.47000000,0.12000000,-0.11000000,"Mass","Transit"
"EPIC 220674823 c",7.90000000,2.10000000,-2.10000000,2.71200000,0.07100000,-0.07100000,"Mass","Transit"
"TOI-1823 b",67.40000000,8.10000000,-8.30000000,7.54062410,0.33185186,-0.25202617,"Mass","Transit"
"MOA-2012-BLG-006L b",2700.00000000,1500.00000000,-1200.00000000,12.60000000,,,"Mass","Microlensing"
"WASP-81 b",231.69807000,11.44188000,-11.12405000,16.01766100,0.57165900,-0.51561400,"Mass","Transit"
"OGLE-2019-BLG-0954L b",4513.16337940,3146.50122930,-2383.71305250,12.30000000,,,"Mass","Microlensing"
"TOI-2134 b",9.37000000,0.54000000,-0.54000000,2.73500000,0.06800000,-0.06800000,"Mass","Transit"
"TOI-2076 c",7.20000000,1.40000000,-1.40000000,3.54000000,0.14000000,-0.14000000,"Mass","Transit"
"HIP 97166 b",19.10000000,1.60000000,-1.50000000,2.48013380,0.07271432,-0.05203142,"Mass","Transit"
"HD 5388 b",1017.05090240,95.34852210,-63.56568140,13.10000000,,,"Mass","Radial Velocity"
"ROXs 12 b",5085.00000000,1271.00000000,-1271.00000000,12.20000000,,,"Mass","Imaging"
"TOI-558 b",1147.36054927,47.67426105,-47.67426105,12.17295304,0.45956821,-0.42594127,"Mass","Transit"
"Kepler-176 c",1.33000000,0.40000000,-0.27000000,2.60000000,1.33000000,-1.33000000,"Mass","Transit"
"KOI-94 d",106.00000000,11.00000000,-11.00000000,11.27000000,1.06000000,-1.06000000,"Mass","Transit"
"HD 23472 b",8.32000000,0.78000000,-0.79000000,2.00000000,0.11000000,-0.10000000,"Mass","Transit"
"K2-108 b",59.40000000,4.40000000,-4.40000000,5.33000000,0.21000000,-0.21000000,"Mass","Transit"
"2MASS J01225093-2439505 b",7786.50000000,794.50000000,-794.50000000,11.20900000,,,"Mass","Imaging"
"CoRoT-27 b",3302.11000000,174.80000000,-174.80000000,11.28700000,0.49300000,-0.49300000,"Mass","Transit"
"Kepler-51 c",4.00000000,0.40000000,-0.40000000,9.00000000,2.80000000,-1.70000000,"Mass","Transit"
"HIP 54515 b",5625.56280390,2415.49589320,-1557.35919430,12.20000000,,,"Mass","Imaging"
"WASP-164 b",676.97790000,38.13960000,-41.31790000,12.64375200,0.45956900,-0.48198700,"Mass","Transit"
"HD 5278 b",7.80000000,1.50000000,-1.40000000,2.45000000,0.05000000,-0.05000000,"Mass","Transit"
"K2-237 b",434.15360396,34.96112477,-29.24021344,16.06246934,0.62770292,-0.54924005,"Mass","Transit"
"WASP-156 b",42.00000000,2.00000000,-2.00000000,6.15000000,0.12000000,-0.12000000,"Mass","Transit"
"TOI-5322 b",184.02264765,25.74410097,-25.74410097,16.61170940,0.34747840,-0.30264248,"Mass","Transit"
"PDS 70 c",2383.71305250,1493.79351290,-1334.87930940,22.19378179,4.37150247,-3.47478402,"Mass","Imaging"
"KMT-2023-BLG-0830L b",17.79839079,20.34101805,-10.48833743,4.41000000,,,"Mass","Microlensing"
"TOI-216.02",18.75187601,0.63565681,-0.63565681,8.00000000,3.00000000,-2.00000000,"Mass","Transit"
"HD 89307 b",642.01338214,85.81366989,-47.67426105,13.40000000,,,"Mass","Radial Velocity"
"OGLE-2011-BLG-0265L b",280.00000000,86.00000000,-57.00000000,13.90000000,,,"Mass","Microlensing"
"TOI-2328 b",50.85254512,6.35656814,-6.35656814,9.97599282,0.33626942,-0.44835923,"Mass","Transit"
"Kepler-453 b",16.00000000,,,6.20400000,0.03900000,-0.03900000,"Mass","Transit"
"TOI-2152 A b",899.45439181,120.77479466,-117.59651059,14.35870428,0.56044903,-0.51561311,"Mass","Transit"
"MOA-2020-BLG-208L b",46.00000000,42.00000000,-24.00000000,7.71000000,,,"Mass","Microlensing"
"HD 196067 b",3623.24383980,508.52545120,-508.52545120,12.40000000,,,"Mass","Radial Velocity"
"HD 114386 b",464.02947422,117.59651059,-69.92224954,13.60000000,,,"Mass","Radial Velocity"
"TOI-2524 b",203.41018048,12.71313628,-12.71313628,11.20898070,0.22417961,-0.33626942,"Mass","Transit"
"HATS-2 b",435.42491759,50.85254512,-50.85254512,12.57647635,0.26901554,-0.26901554,"Mass","Transit"
"HIP 67537 b",4309.11754211,1608.84739623,-757.70292229,12.30000000,,,"Mass","Radial Velocity"
"TOI-1451 b",15.20000000,2.80000000,-2.80000000,2.61143902,0.13407193,-0.10283772,"Mass","Transit"
"WASP-106 b",613.40882551,47.67426105,-47.67426105,12.10569916,0.17934369,-0.19055267,"Mass","Transit"
"TOI-1259 A b",141.00000000,13.00000000,-13.00000000,11.60000000,0.20000000,-0.20000000,"Mass","Transit"
"KOINTREAU-4 b",4862.77462710,222.47988490,-254.26272560,12.20000000,,,"Mass","Imaging"
"HD 214823 b",5914.78665427,1316.76309020,-339.75856708,12.10000000,,,"Mass","Radial Velocity"
"HAT-P-60 b",182.43350562,12.07747947,-12.07747947,18.28184752,0.26901554,-0.26901554,"Mass","Transit"
"HD 88986 b",17.20000000,4.00000000,-3.80000000,2.49000000,0.18000000,-0.18000000,"Mass","Radial Velocity"
"HD 18143 c",3177.64841319,623.26150613,-594.65694950,12.50000000,,,"Mass","Radial Velocity"
"HD 219134 d",16.17000000,0.64000000,-0.64000000,1.61000000,0.02000000,-0.02000000,"Mass","Radial Velocity"
"WASP-123 b",285.72917000,11.44188000,-11.44188000,15.13212395,0.56044903,-0.56044903,"Mass","Transit"
"TOI-824 b",18.46700000,1.84300000,-1.87500000,2.92600000,0.20200000,-0.19100000,"Mass","Transit"
"Kepler-221 e",7.86706000,,,2.63000000,0.25000000,-0.25000000,"Mass","Transit"
"TOI-2202 c",117.27868218,32.73632592,-26.57045483,13.40000000,,,"Mass","Transit Timing Variations"
"Kepler-411 b",25.60000000,2.60000000,-2.60000000,2.40100000,0.05300000,-0.05300000,"Mass","Transit"
"TOI-791 b",9.50000000,1.64000000,-1.81000000,11.13051784,0.36989636,-0.36989636,"Mass","Transit"
"HAT-P-41 b",378.21770000,190.69800000,-190.69800000,22.97845000,5.60450000,-5.60450000,"Mass","Transit"
"HD 185283 b",413.17692910,95.34852210,-31.78284070,13.60000000,,,"Mass","Radial Velocity"
"MOA-2010-BLG-477L b",480.00000000,300.00000000,-100.00000000,13.60000000,,,"Mass","Microlensing"
"CoRoT-14 b",2415.40000000,190.70000000,-190.70000000,12.22000000,0.78000000,-0.78000000,"Mass","Transit"
"HD 175167 b",4703.86042360,572.09113260,-508.52545120,12.30000000,,,"Mass","Radial Velocity"
"HAT-P-31 b",721.47410000,266.97720000,-266.97720000,12.21781000,1.68135000,-1.68135000,"Mass","Transit"
"TOI-238 b",3.37000000,0.49000000,-0.49000000,1.55900000,0.04700000,-0.04700000,"Mass","Transit"
"HD 154345 b",376.94449070,30.19369866,-18.75187601,13.70000000,,,"Mass","Radial Velocity"
"K2-19 b",30.80000000,2.50000000,-0.90000000,7.00000000,0.20000000,-0.20000000,"Mass","Transit"
"TCP J05074264+2447555 b",20.00000000,2.00000000,-2.00000000,4.72000000,,,"Mass","Microlensing"
"HD 30177 b",2622.08435775,333.71982735,-270.15414595,12.60000000,,,"Mass","Radial Velocity"
"HAT-P-67 b",143.02278315,47.67426105,-47.67426105,23.98721870,0.28022452,-0.28022452,"Mass","Transit"
"TOI-2373 b",2955.80418510,63.56568140,-63.56568140,10.42435205,0.22417961,-0.22417961,"Mass","Transit"
"TOI-1288 b",44.10000000,2.70000000,-2.60000000,4.96846551,0.10805813,-0.10007430,"Mass","Transit"
"TRAPPIST-1 c",1.30800000,0.05600000,-0.05600000,1.09700000,0.01400000,-0.01200000,"Mass","Transit"
"TOI-1246 e",14.50000000,2.30000000,-2.30000000,3.51418750,0.26911442,-0.18217943,"Mass","Transit"
"K2-157 b",1.14000000,0.41000000,-0.42000000,0.93500000,0.09000000,-0.09000000,"Mass","Transit"
"KMT-2023-BLG-1642L b",343.25467956,486.27746271,-184.34047606,13.80000000,,,"Mass","Microlensing"
"Kepler-20 f",1.40000000,,,0.95200000,0.04700000,-0.08700000,"Mass","Transit"
"CoRoT-32 b",47.67450000,31.78300000,-31.78300000,6.38913000,0.67254000,-0.56045000,"Mass","Transit"
"Kepler-289 d",5.33000000,0.43000000,-0.42000000,3.03000000,0.08000000,-0.08000000,"Mass","Transit"
"K2-32 b",15.00000000,1.80000000,-1.70000000,5.29900000,0.19100000,-0.19100000,"Mass","Transit"
"GJ 2030 c",4069.15709482,742.12933034,-678.88147735,12.30000000,,,"Mass","Radial Velocity"
"K2-25 b",24.50000000,5.70000000,-5.20000000,3.44000000,0.12000000,-0.12000000,"Mass","Transit"
"Kepler-450 b",19.40000000,11.10000000,-6.80000000,6.14000000,0.33000000,-0.33000000,"Mass","Transit"
"TOI-5386 A b",155.10026262,15.25576354,-14.62010672,14.70618268,0.32506044,-0.31385146,"Mass","Transit"
"OGLE-2012-BLG-0838L b",53.10000000,38.50000000,-260.00000000,8.39000000,,,"Mass","Microlensing"
"TOI-2449 b",222.00000000,13.00000000,-13.00000000,11.24000000,0.10000000,-0.10000000,"Mass","Transit"
"Kepler-338 e",8.50000000,7.20000000,-6.30000000,1.56000000,0.07000000,-0.07000000,"Mass","Transit Timing Variations"
"K2-229 c",7.00000000,4.00000000,-4.00000000,2.03000000,0.12000000,-0.06000000,"Mass","Transit"
"HD 3167 d",7.30000000,9.90000000,-2.50000000,2.61000000,,,"Mass","Radial Velocity"
"TOI-1203 b",3.51000000,0.33000000,-0.32000000,1.52000000,0.04500000,-0.04600000,"Mass","Radial Velocity"
"OGLE-2017-BLG-0173L b",3.26900000,3.84900000,-2.01500000,1.62000000,,,"Mass","Microlensing"
"HD 457 b",8445.33643080,5952.29040630,-3798.68512046,11.90000000,,,"Mass","Radial Velocity"
"Kepler-80 g",0.06500000,0.04400000,-0.03800000,1.13000000,0.14000000,-0.14000000,"Mass","Transit"
"Kepler-1647 b",483.00000000,206.00000000,-206.00000000,11.87390000,0.13770000,-0.13770000,"Mass","Transit"
"HD 181234 b",2980.91262925,321.00669107,-315.60360815,12.50000000,,,"Mass","Radial Velocity"
"Kepler-349 b",94.50000000,70.80000000,-60.30000000,1.90000000,0.72000000,-0.72000000,"Mass","Transit"
"OGLE-2013-BLG-1761L b",860.00000000,790.00000000,-480.00000000,13.20000000,,,"Mass","Microlensing"
"MOA-2010-BLG-117L b",170.00000000,32.00000000,-32.00000000,14.20000000,,,"Mass","Microlensing"
"Kepler-56 b",22.10000000,3.90000000,-3.60000000,6.51000000,0.29000000,-0.28000000,"Mass","Transit"
"Kepler-91 b",257.44230000,57.20940000,-54.03110000,15.32270300,0.77342100,-0.67254000,"Mass","Transit"
"K2-290 b",10.90000000,,,3.06000000,0.16000000,-0.16000000,"Mass","Transit"
"UCAC3 113-933 b",6674.39654700,,,12.10000000,,,"Mass","Imaging"
"Kepler-1972 c",2.11000000,0.59000000,-0.65000000,0.86800000,0.05100000,-0.05000000,"Mass","Transit"
"TRAPPIST-1 f",1.03900000,0.03100000,-0.03100000,1.04500000,0.01300000,-0.01200000,"Mass","Transit"
"TOI-4458 b",552.06794296,30.19369866,-30.19369866,12.40834163,0.25780656,-0.25780656,"Mass","Transit"
"OGLE-2017-BLG-1099L b",959.84178914,772.32302901,-575.26941667,13.10000000,,,"Mass","Microlensing"
"HD 206893 b",6197.65393650,444.95976980,-413.17692910,14.01122587,0.22417961,-0.22417961,"Mass","Imaging"
"OGLE-2006-BLG-109L b",231.00000000,19.00000000,-19.00000000,14.00000000,,,"Mass","Microlensing"
"TOI-1420 b",25.10000000,3.80000000,-3.80000000,11.89000000,0.33000000,-0.33000000,"Mass","Transit"
"Kepler-37 c",1.30000000,,,0.75500000,0.03300000,-0.05500000,"Mass","Transit"
"TOI-4791 b",734.18362017,101.70509024,-104.88337431,12.44196858,0.56044903,-0.56044903,"Mass","Transit"
"kap And b",5498.43144110,572.09113260,-572.09113260,15.91675259,0.67253884,-0.67253884,"Mass","Imaging"
"TIC 147027702 b",346.43296363,22.24798849,-41.31769291,10.92875618,0.72858375,-0.71737476,"Mass","Transit"
"HATS-56 b",191.33366000,11.12405000,-11.12405000,18.92079200,0.43715100,-0.61649500,"Mass","Transit"
"WASP-154 b",198.96058278,40.99986450,-40.99986450,10.76062147,0.67253884,-0.67253884,"Mass","Transit"
"HAT-P-43 b",210.39500000,19.06900000,-19.06900000,13.63000000,0.64000000,-0.63000000,"Mass","Transit"
"Kepler-279 d",37.50000000,5.50000000,-4.50000000,3.10000000,1.24000000,-0.30000000,"Mass","Transit"
"NGTS-38 b",1516.04150139,123.95307873,-117.59651059,12.11690814,0.52682209,-0.52682209,"Mass","Transit"
"Kepler-49 e",1.03815000,,,1.56000000,0.08000000,-0.08000000,"Mass","Transit"
"HAT-P-42 b",331.80100000,26.37900000,-26.37900000,14.34800000,1.71500000,-1.71500000,"Mass","Transit"
"TOI-6324 b",1.17000000,0.22000000,-0.22000000,1.05900000,0.04100000,-0.04100000,"Mass","Transit"
"Kepler-326 c",17.40000000,15.40000000,-10.70000000,1.40000000,0.10000000,-0.10000000,"Mass","Transit"
"TOI-172 b",1722.63860000,69.92260000,-63.56600000,10.81668500,0.35868800,-0.32506100,"Mass","Transit"
"PZ Tel b",8581.36698900,7945.71017500,-2860.45566300,11.90000000,,,"Mass","Imaging"
"HD 164604 c",3019.36986650,381.39408840,-381.39408840,12.50000000,,,"Mass","Radial Velocity"
"HD 82943 c",622.60300000,14.93700000,-14.93700000,13.40000000,,,"Mass","Radial Velocity"
"TOI-1749 d",15.00000000,,,2.52000000,0.15000000,-0.15000000,"Mass","Transit"
"HATS-38 b",23.51942000,3.49613000,-3.49613000,6.88232600,0.19055300,-0.19055300,"Mass","Transit"
"K2-36 c",7.90000000,2.80000000,-2.80000000,3.20000000,0.30000000,-0.30000000,"Mass","Transit"
"Kepler-416 b",58.20000000,53.40000000,-39.50000000,2.48000000,0.99000000,-0.33000000,"Mass","Transit Timing Variations"
"OGLE-2012-BLG-0406L b",868.00000000,140.00000000,-140.00000000,13.20000000,,,"Mass","Microlensing"
"TOI-1836 c",8.00000000,,,2.59987579,0.22132646,-0.14409651,"Mass","Transit"
"Kepler-1656 b",47.80000000,6.20000000,-3.30000000,4.57400000,0.10600000,-0.10600000,"Mass","Transit"
"POTS-1 b",734.16000000,244.72000000,-244.72000000,10.54800000,0.40400000,-0.52700000,"Mass","Transit"
"Kepler-77 b",136.66100000,10.17000000,-10.17000000,10.76100000,0.17900000,-0.17900000,"Mass","Transit"
"K2-265 b",7.34183620,1.43022783,-1.39844499,1.70824866,0.11208981,-0.08070466,"Mass","Transit"
"Kepler-282 d",61.00000000,35.90000000,-36.10000000,2.46000000,1.00000000,-0.20000000,"Mass","Transit"
"HD 219828 c",5102.41724598,1118.75599264,-403.64207689,12.20000000,,,"Mass","Radial Velocity"
"K2-85 b",3.20000000,1.30000000,-1.30000000,1.40000000,0.20000000,-0.20000000,"Mass","Transit"
"TOI-2076 b",6.70000000,1.80000000,-1.80000000,2.59000000,0.10000000,-0.10000000,"Mass","Transit"
"K2-3 d",2.20000000,,,1.45800000,0.05600000,-0.05100000,"Mass","Transit"
"HAT-P-47 b",65.47265184,12.39530787,-12.39530787,14.71739166,0.50440413,-0.50440413,"Mass","Transit"
"TOI-3664 b",114.41822652,38.13940884,-38.13940884,13.69737442,0.33626942,-0.33626942,"Mass","Transit"
"HD 135625 b",731.00533610,254.26272560,-95.34852210,13.30000000,,,"Mass","Radial Velocity"
"K2-419 A b",196.00000000,15.00000000,-15.00000000,10.55000000,0.39000000,-0.39000000,"Mass","Transit"
"TOI-756 b",9.83000000,1.80000000,-1.60000000,2.81000000,0.10000000,-0.10000000,"Mass","Transit"
"TOI-4794 b",308.29355479,76.27881768,-73.10053361,14.35870428,0.49319515,-0.43715025,"Mass","Transit"
"TOI-451 d",10.20000000,4.60000000,-4.50000000,3.93000000,0.20000000,-0.20000000,"Mass","Transit"
"TOI-5205 b",343.00000000,18.00000000,-17.00000000,11.60000000,0.30000000,-0.30000000,"Mass","Transit"
"TOI-1670 b",41.31769291,,,2.06000000,0.19000000,-0.15000000,"Mass","Transit"
"TOI-2338 b",1900.61387386,66.74396547,-63.56568140,11.20898070,0.22417961,-0.22417961,"Mass","Transit"
"Kepler-32 d",39.90890000,,,2.70000000,0.20000000,-0.20000000,"Mass","Transit"
"Qatar-3 b",1369.84730000,149.38010000,-149.38010000,12.28506400,1.56926000,-1.56926000,"Mass","Transit"
"Kepler-231 c",24.10000000,13.50000000,-11.20000000,1.93000000,0.19000000,-0.19000000,"Mass","Transit"
"Kepler-245 e",1806.36000000,,,1.75000000,0.08000000,-0.06000000,"Mass","Transit"
"HD 219134 f",7.30000000,0.40000000,-0.40000000,1.31000000,0.02000000,-0.02000000,"Mass","Radial Velocity"
"Kepler-40 b",699.20000000,127.10000000,-127.10000000,13.11000000,0.45000000,-0.45000000,"Mass","Transit"
"Kepler-323 b",3.90000000,,,1.38100000,0.03500000,-0.03500000,"Mass","Transit"
"OGLE-2018-BLG-0567L b",101.70509024,108.06165838,-54.03082919,12.30000000,,,"Mass","Microlensing"
"TOI-6651 b",61.00000000,7.60000000,-7.90000000,5.09000000,0.27000000,-0.26000000,"Mass","Transit"
"TOI-908 b",16.13700000,4.11200000,-4.03900000,3.18600000,0.15500000,-0.15500000,"Mass","Transit"
"WASP-90 b",200.23290000,22.24810000,-22.24810000,18.27067000,1.00881000,-1.00881000,"Mass","Transit"
"K2-138 b",3.10000000,1.05000000,-1.05000000,1.51000000,0.11000000,-0.08400000,"Mass","Transit"
"GJ 896 A b",718.29219982,181.16219199,-181.16219199,13.30000000,,,"Mass","Astrometry"
"KMT-2021-BLG-0909L b",400.46379282,321.00669107,-209.76674862,13.70000000,,,"Mass","Microlensing"
"HD 12661 c",899.45439181,260.61929374,-212.94503269,13.20000000,,,"Mass","Radial Velocity"
"KMT-2024-BLG-2087L b",1395.26670673,975.73320949,-781.85788122,12.90000000,,,"Mass","Microlensing"
"KOI-351 g",15.00000000,1.30000000,-1.30000000,7.71800000,0.20600000,-0.20600000,"Mass","Transit"
"KMT-2018-BLG-1025L b",6.05900000,8.21000000,-3.32100000,2.34000000,,,"Mass","Microlensing"
"TOI-519 b",147.15455244,26.06192937,-27.96889982,11.54525012,0.33626942,-0.33626942,"Mass","Transit"
"Kepler-287 c",66.00000000,18.00000000,-15.00000000,3.26000000,1.49000000,-1.49000000,"Mass","Transit"
"TOI-2578 b",167.17774208,22.56581690,-21.61233168,19.66055215,0.65012088,-0.63891190,"Mass","Transit"
"HD 80653 b",5.72000000,0.36000000,-0.35000000,1.61300000,0.07100000,-0.07100000,"Mass","Transit"
"TOI-2498 b",34.62000000,4.10000000,-4.09000000,6.06000000,0.29000000,-0.27000000,"Mass","Transit"
"CoRoT-30 b",921.70700000,69.92260000,-69.92260000,11.30988100,0.85188400,-0.85188400,"Mass","Transit"
"WASP-98 b",293.03926000,25.42640000,-25.42640000,12.82309600,0.38110600,-0.38110600,"Mass","Transit"
"Kepler-10 c",11.29000000,1.24000000,-1.24000000,2.35500000,0.02200000,-0.02200000,"Mass","Transit"
"2MASS J21252752-8138278 b",3813.94088400,317.82840700,-317.82840700,12.40000000,,,"Mass","Imaging"
"Luhman 16 b",9344.15516580,63.56568140,-63.56568140,11.90000000,,,"Mass","Imaging"
"OGLE-2018-BLG-0677L b",3.96000000,5.88000000,-2.66000000,1.82000000,,,"Mass","Microlensing"
"GJ 3634 b",8.40000000,4.00000000,-1.50000000,2.83000000,,,"Mass","Radial Velocity"
"MOA-2009-BLG-387L b",830.00000000,1300.00000000,-510.00000000,13.20000000,,,"Mass","Microlensing"
"KMT-2017-BLG-0673L b",1166.43025369,689.68764319,-657.90480249,13.00000000,,,"Mass","Microlensing"
"Kepler-102 d",3.00000000,1.30000000,-1.30000000,1.15400000,0.05800000,-0.05800000,"Mass","Transit"
"WASP-47 d",15.50000000,0.70000000,-0.90000000,3.65000000,0.03000000,-0.03000000,"Mass","Transit"
"TOI-1194 b",120.00000000,5.60000000,-5.70000000,8.71664516,0.15541841,-0.14858263,"Mass","Transit"
"TOI-837 b",120.45696625,18.43404761,-19.38753283,9.16894621,0.38110534,-0.26901554,"Mass","Transit"
"Gliese 12 b",0.95000000,0.29000000,-0.30000000,0.93000000,0.06000000,-0.06000000,"Mass","Transit"
"TOI-6130 b",333.71982735,19.06970442,-19.06970442,14.34749530,0.33626942,-0.33626942,"Mass","Transit"
"K2-12 b",5.20000000,,,2.44000000,0.30000000,-0.14000000,"Mass","Transit"
"GJ 581 b",20.50000000,6.20000000,-3.50000000,4.79000000,,,"Mass","Radial Velocity"
"Kepler-84 c",20.20000000,13.50000000,-10.20000000,2.36000000,0.11000000,-0.11000000,"Mass","Transit"
"TOI-5210 b",81.99972901,13.03096469,-13.03096469,10.72699453,0.35868738,-0.26901554,"Mass","Transit"
"NGTS-30 b",305.11527072,17.79839079,-17.79839079,10.40193409,0.35868738,-0.35868738,"Mass","Transit"
"CoRoT-16 b",170.03200000,27.01400000,-26.37900000,13.11000000,1.79000000,-1.57000000,"Mass","Transit"
"TOI-1533 b",28.10000000,3.30000000,-3.40000000,2.89000000,0.06000000,-0.06000000,"Mass","Transit"
"Kepler-326 b",44.60000000,47.70000000,-33.30000000,1.52000000,0.16000000,-0.16000000,"Mass","Transit"
"HD 153557 d",8725.66108578,1130.19781529,-1111.12811087,11.90000000,,,"Mass","Radial Velocity"
"HD 70642 b",1239.53078730,92.17023803,-85.81366989,13.00000000,,,"Mass","Radial Velocity"
"PSR B1620-26 b",794.57500000,317.83000000,-317.83000000,13.30000000,,,"Mass","Pulsar Timing"
"LP 890-9 c",25.30000000,,,1.36700000,0.05500000,-0.03900000,"Mass","Transit"
"WASP-116 b",203.41018048,44.49597698,-44.49597698,13.67495645,0.67253884,-0.67253884,"Mass","Transit"
"WASP-193 b",35.59678158,9.21702380,-10.80616584,14.78464554,0.62770292,-0.53803107,"Mass","Transit"
"TOI-1898 b",129.00000000,7.00000000,-8.00000000,9.39553231,0.23429150,-0.30913881,"Mass","Transit"
"HIP 8152 b",8.90000000,1.70000000,-1.70000000,2.53625843,0.15691518,-0.13542085,"Mass","Transit"
"TOI-1937 A b",638.83509807,54.03082919,-50.85254512,13.97759893,0.66132986,-0.69495680,"Mass","Transit"
"Kepler-114 b",1.09000000,0.49000000,-0.31000000,1.26000000,0.13000000,-0.13000000,"Mass","Transit"
"MOA-2013-BLG-220L b",871.00000000,54.00000000,-54.00000000,13.20000000,,,"Mass","Microlensing"
"Kepler-25 d",71.90000000,9.80000000,-9.80000000,10.00000000,,,"Mass","Radial Velocity"
"Kepler-103 b",11.67000000,4.31000000,-4.73000000,3.48570000,0.05670000,-0.05360000,"Mass","Transit"
"TOI-1338 b",11.30000000,2.10000000,-2.10000000,7.66100000,0.05300000,-0.05300000,"Mass","Transit"
"TOI-1235 b",6.69000000,0.67000000,-0.69000000,1.69000000,0.08000000,-0.08000000,"Mass","Transit"
"OGLE-2017-BLG-0406L b",130.00000000,20.00000000,-20.00000000,14.20000000,,,"Mass","Microlensing"
"HD 68475 b",1639.99458012,168.44905571,-149.37935129,12.80000000,,,"Mass","Radial Velocity"
"TOI-663 d",5.20000000,,,1.92000000,0.13000000,-0.13000000,"Mass","Transit"
"HD 207897 b",14.80000000,1.50000000,-1.40000000,2.34302132,0.12364600,-0.09173373,"Mass","Transit"
"TOI-905 b",211.99261000,13.34886000,-13.03103000,13.12573900,0.59407700,-0.57165900,"Mass","Transit"
"TOI-2000 c",81.70000000,4.70000000,-4.60000000,8.14000000,0.31000000,-0.30000000,"Mass","Transit"
"TOI-1333 b",753.25710000,76.27920000,-76.27920000,15.64776400,0.62770400,-0.60528600,"Mass","Transit"
"BD-210397 c",1525.57635360,190.69704420,-190.69704420,12.90000000,,,"Mass","Radial Velocity"
"K2-24 b",19.00000000,2.20000000,-2.10000000,5.40000000,0.20000000,-0.20000000,"Mass","Transit"
"HD 1397 b",131.89945000,6.35660000,-6.35660000,11.50043400,0.28022500,-0.30264300,"Mass","Transit"
"KMT-2018-BLG-1976L b",705.57906354,425.89006538,-384.57237247,13.30000000,,,"Mass","Microlensing"
"TOI-4582 b",168.44905571,15.89142035,-15.89142035,10.53644186,1.00880826,-1.34507768,"Mass","Transit"
"NGTS-21 b",750.07504052,66.74396547,-66.74396547,14.90794433,0.33626942,-0.33626942,"Mass","Transit"
"KELT-9 b",915.34581216,111.23994245,-111.23994245,21.70058664,0.52682209,-0.52682209,"Mass","Transit"
"WASP-11 b",251.08570000,54.03110000,-54.03110000,12.44199000,1.12090000,-1.12090000,"Mass","Transit"
"KMT-2022-BLG-1551L b",940.77208472,543.48657597,-486.27746271,13.20000000,,,"Mass","Microlensing"
"PH2 b",87.08498352,20.97667486,-21.29450327,9.33708092,0.29143350,-0.26901554,"Mass","Transit"
"Kepler-406 b",6.35000000,1.40000000,-1.40000000,1.43000000,0.03000000,-0.03000000,"Mass","Transit"
"CoRoT-11 b",740.51000000,108.06000000,-108.06000000,16.03000000,0.34000000,-0.34000000,"Mass","Transit"
"TOI-5349 b",127.40000000,5.80000000,-5.50000000,10.20000000,0.30000000,-0.30000000,"Mass","Transit"
"HD 108202 b",953.48522100,222.47988490,-158.91420350,13.10000000,,,"Mass","Radial Velocity"
"Kepler-14 b",2669.66000000,111.24000000,-108.06000000,12.73300000,0.81800000,-0.60500000,"Mass","Transit"
"Kepler-448 c",6992.26000000,2224.81000000,-1589.15000000,12.00000000,,,"Mass","Transit Timing Variations"
"OGLE-2007-BLG-349L AB c",80.00000000,13.00000000,-13.00000000,10.70000000,,,"Mass","Microlensing"
